Words,Synonyms
world,world-wide,global,worldwide,populace,public,earthly_concern,existence,domain,human_beings,earth,man,universe,cosmos,humanity,planetary,humankind,reality,humans,creation,worldly_concern,macrocosm,Earth,mankind,human_race,globe
in,Hoosier_State,inward,In,atomic_number_49,inch,IN,Indiana,inwards,indium
constitution,organization,fundamental_law,US_Constitution,Constitution,organic_law,formation,Constitution_of_the_United_States,physical_composition,makeup,Old_Ironsides,composition,U.S._Constitution,organisation,United_States_Constitution,establishment,make-up
2,ii,two,deuce,II
technology,engineering_science,engineering,applied_science
mock,bemock
studies,cogitation,contemplate,survey,analyze,examine,take,learn,canvas,read,field,analyse,written_report,discipline,bailiwick,subject_area,consider,study,subject_field,field_of_study,work,hit_the_books,meditate,subject,sketch,canvass,report
state,commonwealth,State_Department,say,State,state_of_matter,body_politic,tell,Department_of_State,DoS,nation,land,express,province,res_publica,posit,put_forward,United_States_Department_of_State,submit,country
11,XI,eleven,xi
vocabulary,mental_lexicon,lexicon
organic,constitutive,organic_fertilizer,constitutional,organic_fertiliser,constituent
prelims,front_matter,preliminary,preliminary_exam,preliminary_examination,prelim
other,former,early
series,serial,serial_publication
ancient,antediluvian
expected,require,ask,expect,have_a_bun_in_the_oven,bear,gestate,look,wait,carry,await,anticipate
mains,briny,main
social,sociable,mixer,societal
computer,reckoner,figurer,computing_machine,information_processing_system,data_processor,estimator,electronic_computer,computing_device,calculator
number,keep_down,turn,telephone_number,total,count,figure,enumerate,issue,routine,numeral,identification_number,come,act,amount,numerate,list,bit,add_up,phone_number
pedagogy,teaching,pedagogics,teaching_method,educational_activity,instruction,education,didactics
chemical,chemical_substance,chemic
tricks,whoremaster,trick,fast_one,prank,play_a_joke_on,magic_trick,play_a_trick_on,fob,fox,flim-flam,thaumaturgy,conjuring_trick,deception,antic,caper,john,play_tricks,pull_a_fast_one_on,magic,conjuration,put-on,joke,legerdemain,whoremonger,illusion
topics,topic,matter,issue,theme,subject
theory,possibility,hypothesis
environment,surroundings,surround,environs
elements,ingredient,factor,component,chemical_element,element,constituent
newspapers,paper,newsprint,newspaper,newspaper_publisher
international,external,outside,International
group,chemical_group,aggroup,mathematical_group,radical,grouping
10,x,tenner,decade,ten,X
government,regime,authorities,politics,political_science,administration,governing,governance,government_activity
structure,bodily_structure,social_system,construction,social_organisation,social_organization,anatomical_structure,complex_body_part,body_structure,social_structure
tet,Tet
basics,bedrock,rudiments,basic_principle,staple,BASIC,fundamental_principle,basic,fundamentals
specific,particular
test,run,psychometric_test,try_out,trial_run,examination,quiz,essay,try,exam,examine,mental_test,screen,prove,trial,mental_testing,tryout
life,life_sentence,aliveness,lifetime,spirit,life-time,sprightliness,life_story,animation,lifespan,life_history,biography,liveliness,living
data,data_point,datum,information
national,home,internal,interior,subject
motion,gesticulate,move,movement,apparent_motion,question,gesture,apparent_movement,motility
sciences,skill,science,scientific_discipline
concepts,construct,conception,concept
work,function,influence,operate,crop,mold,piece_of_work,mould,puzzle_out,ferment,process,exploit,put_to_work,run,figure_out,knead,do_work,oeuvre,act,lick,workplace,make_for,act_upon,wreak,exercise,make,form,work_out,play,solve,study,shape,work_on,body_of_work,bring,go,turn,forge,employment,sour,cultivate
a,amp,angstrom_unit,adenine,type_A,deoxyadenosine_monophosphate,antiophthalmic_factor,axerophthol,ampere,vitamin_A,group_A,A,angstrom
culture,civilisation,polish,acculturation,cultivation,civilization,finish,refinement
static,electrostatic,atmospheric_static,motionless,inactive,stable,still,atmospherics,unchanging
railway,railway_system,railroad_line,railroad,railroad_track,railway_line
banking,trust,rely,bank,swear,deposit
jain,Jain,Jainist
law,natural_law,police_force,legal_philosophy,constabulary,law_of_nature,jurisprudence,practice_of_law,police
hindu,Hindi,Hindu,Hindoo,Hindustani
issues,military_issue,release,number,publication,takings,topic,government_issue,way_out,supply,take,outlet,emergence,proceeds,result,egress,offspring,make_out,effect,write_out,issuing,consequence,matter,publish,come_forth,bring_out,outcome,yield,go_forth,return,emerge,exit,cut,put_out,issuance,event,issue,upshot,subject,progeny,come_out,payoff
communication,communicating
problems,problem,job,trouble
child,shaver,minor,tiddler,nipper,tyke,fry,baby,nestling,youngster,small_fry,kid,tike
civil,civic,polite
movement,drift,move,motion,front,apparent_motion,drive,bm,social_movement,crusade,trend,bowel_movement,apparent_movement,motility,cause,campaign,effort
education,breeding,Education,teaching,Department_of_Education,educational_activity,Education_Department,instruction,training,didactics,pedagogy
january,January,Jan
business,clientele,byplay,business_organization,patronage,business_concern,business_enterprise,concern,line_of_work,commercial_enterprise,business_organisation,stage_business,job,business_sector,occupation,line
question,inquiry,call_into_question,interview,motion,interrogate,interrogative_sentence,interrogation,doubtfulness,oppugn,wonder,query,interrogative,head,doubt,dubiousness,enquiry
logical,consistent,ordered,lucid,legitimate,coherent
learning,memorise,get_word,con,watch,memorize,take,learn,encyclopaedism,see,read,acquire,get_wind,get_a_line,erudition,acquisition,hear,find_out,check,encyclopedism,ascertain,study,instruct,pick_up,eruditeness,determine,learnedness,discover,scholarship,teach,larn
relations,relation,sexual_relation,relative,recounting,intercourse,sex_act,telling,congress,relation_back,carnal_knowledge,dealings,sexual_congress,coition,coitus,copulation,sexual_intercourse
sir,Sir
design,pattern,excogitation,invention,project,figure,conception,blueprint,innovation,purpose,contrive,intent,intention,designing,plan,aim
systems,organization,scheme,system,system_of_rules,arrangement,organisation
time,clip,fourth_dimension,prison_term,clock_time,meter,clock,metre,sentence
9,IX,nine,ix,niner,Nina_from_Carolina,ennead
teaching,commandment,teach,instruct,educational_activity,pedagogy,instruction,learn,education,didactics,precept
assistant,adjunct,supporter,helper,help
learn,memorise,get_word,con,watch,memorize,take,see,read,acquire,get_wind,get_a_line,hear,find_out,check,ascertain,study,instruct,pick_up,determine,discover,teach,larn
commerce,Commerce,commercialism,Department_of_Commerce,Commerce_Department,mercantilism,DoC
advance,upgrade,shape_up,overture,elevate,boost,further,advancement,promote,procession,move_on,supercharge,betterment,gain_ground,kick_upstairs,come_on,win,set_ahead,rise,throw_out,beforehand,in_advance,forward_motion,go_on,march_on,raise,get_on,make_headway,advanced,improvement,get_along,cash_advance,gain,pull_ahead,get_ahead,onward_motion,come_along,progress,bring_forward,approach,encourage,feeler,pass_on,progression
papers,wallpaper,written_document,paper,theme,composition,newspaper_publisher,document,newspaper,report
policy,insurance,insurance_policy
economic,economical
cell,prison_cell,cubicle,cellphone,jail_cell,mobile_phone,cellular_phone,electric_cell,cellular_telephone,cadre
ecology,environmental_science,bionomics
fluid,smooth,fluent,unstable,runny,liquid,mobile
tests,run,test,psychometric_test,try_out,trial_run,examination,quiz,essay,try,exam,examine,mental_test,screen,prove,trial,mental_testing,tryout
art,graphics,nontextual_matter,prowess,artistry,artwork,artistic_production,artistic_creation,fine_art
editorials,newspaper_column,column,editorial
news,intelligence,tidings,news_show,newsworthiness,word,news_program
block,parry,cube,stoppage,obstruct,draw_a_blank,immobilize,close_up,freeze,immobilise,kibosh,barricade,blockade,pulley-block,stymie,deflect,blockage,forget,auction_block,bar,embarrass,hinder,block_off,city_block,block_up,lug,choke_up,halt,stymy,stop,jam,cylinder_block,pulley,blank_out,occlusion,engine_block,obturate,pulley_block,occlude,closure,blocking,impede,mental_block,stuff
plant,flora,industrial_plant,constitute,institute,embed,set,implant,plant_life,found,works,imbed,establish,engraft
trigonometry,trig
examination,examen,testing,test,interrogation,interrogatory,exam,scrutiny
loss,expiration,release,going,passing,red,deprivation,personnel_casualty,red_ink,exit,departure
materials,fabric,textile,cloth,material,stuff
simple,uncomplicated,elementary,wide-eyed,unsubdivided,simple-minded,simpleton,bare,dewy-eyed,dim-witted,unproblematic,childlike,round-eyed,mere
12th,twelfth
writing,written_material,publish,save,penning,piece_of_writing,pen,authorship,drop_a_line,indite,spell,compose,write,composition,committal_to_writing
das,hyrax,cony,DA,dassie,coney,district_attorney
principles,precept,rationale,principle,rule
accounting,method_of_accounting,accountancy,account,describe,accounting_system,calculate,account_statement,answer_for,report
medieval,knightly,gothic,chivalric,mediaeval
on,along
living,hold_out,live_on,bread_and_butter,aliveness,endure,life,subsist,keep,livelihood,populate,be,exist,survive,experience,dwell,surviving,animation,know,go,support,sustenance,last,live,hold_up,inhabit
6th,sixth
july,July
programming,computer_programing,scheduling,computer_programming,program,programing,programme
crack,cranny,snap,quip,fling,tops,cracking,collapse,crevice,crock_up,fissure,A-one,wisecrack,chap,whirl,top-notch,break_up,first-rate,tornado,topnotch,super,scissure,gap,check,sally,crack_cocaine,tiptop,pass,cleft,go,ace,fracture,break,shot,crack_up,offer,break_through
ability,power
6,sextuplet,Captain_Hicks,sixer,hexad,half_a_dozen,sestet,six,half_dozen,half-dozen,vi,sextet,VI,sise
word,news,Holy_Scripture,intelligence,password,give_voice,watchword,parole,Book,Christian_Bible,countersign,phrase,tidings,Scripture,Word_of_God,Word,Good_Book,Bible,formulate,Logos,word_of_honor,articulate,Holy_Writ,discussion,give-and-take,Son
march,marchland,Master_of_Architecture,adjoin,Mar,parade,demonstrate,butt_against,edge,butt,border_district,MArch,borderland,process,abut,marching,butt_on,border,marching_music,exhibit,March
cds,candela,cd,standard_candle,atomic_number_48,compact_disk,certificate_of_deposit,CD,candle,Cd,cadmium,compact_disc
aspirants,aspirer,aspirant,wannabee,hopeful,wannabe
december,December,Dec
calculus,tophus,tartar,infinitesimal_calculus,concretion
june,June
literature,lit
po,Po_River,United_States_Post_Office,Post_Office,PO,P.O.,Po,atomic_number_84,petty_officer,US_Post_Office,polonium
courses,flow,row,path,run,course_of_study,track,trend,form,grade,course_of_instruction,feed,course_of_action,course,line,class
speech,spoken_communication,language,voice_communication,lecture,spoken_language,speech_communication,delivery,manner_of_speaking,oral_communication,words,talking_to,actor's_line,address
ali,Ali,Muhammad_Ali,Cassius_Marcellus_Clay,Cassius_Clay
electricity,electrical_energy
thermal,thermic,caloric
knowledge,cognition,noesis
interest,worry,interestingness,concern,pursuit,matter_to,occupy,stake,involvement,sake,interest_group,pastime
structural,geomorphologic,morphologic,morphological,geomorphological
interpretation,rendition,reading,rendering,version,interpreting
bharat,Republic_of_India,Bharat,India
mechanical,mechanically_skillful
ias,Hawkeye_State,IA,Iowa
content,capacity,subject_matter,contented,mental_object,depicted_object,contentedness,cognitive_content,message,subject,substance
laws,Torah,natural_law,police_force,legal_philosophy,law,Pentateuch,constabulary,law_of_nature,Laws,jurisprudence,practice_of_law,police
solid,hearty,whole,strong,solid_state,square,self-colored,upstanding,solidness,satisfying,self-coloured,substantial,unanimous,firm
linear,running,analogue,elongate,one-dimensional,additive,analog
transfer,transplant,transferral,carry-over,transference,transport,change,transmit,channelize,channelise,transportation,transfer_of_training,channel,transpose,transferee,reassign,shift,remove,conveyance
board,dining_table,circuit_card,card,control_board,plug-in,instrument_panel,control_panel,get_on,table,circuit_board,room,panel,add-in,display_panel,display_board,gameboard,plank
marathi,Marathi,Mahratti
100,c,century,C,hundred,one_C,one_hundred
mp,MP,military_police,military_policeman
rana,genus_Rana,Rana
editorial,newspaper_column,column
may,Crataegus_laevigata,English_hawthorn,whitethorn,Crataegus_oxycantha,May
services,serve,service,military_service,table_service,servicing,Robert_William_Service,service_of_process,help,religious_service,inspection_and_repair,Service,overhaul,armed_service,divine_service,avail,serving
act,move,turn,play,roleplay,number,pretend,human_action,playact,deed,human_activity,enactment,routine,do,represent,act_as,dissemble,work,bit,behave
events,outcome,event,effect,issue,upshot,case,result,consequence
equations,equating,equality,equation,par,equivalence
april,April,Apr
power,baron,king,office,index,mightiness,mogul,big_businessman,exponent,tycoon,magnate,force,major_power,superpower,might,great_power,ability,powerfulness,top_executive,business_leader,world_power
tech,technical_school
november,Nov,November
compounds,compound,combine,heighten,deepen,chemical_compound,intensify
tips,tip_off,baksheesh,tippytoe,tiptoe,hint,crown,pourboire,confidential_information,bung,tap,bakshish,summit,gratuity,lean,wind,top,fee,angle,peak,steer,slant,crest,tilt,tumble,lead,tip,topple,backsheesh,point,bakshis
c,cytosine,degree_centigrade,blow,ascorbic_acid,one_C,coke,century,deoxycytidine_monophosphate,carbon,C,coulomb,degree_Celsius,one_hundred,ampere-second,light_speed,nose_candy,100,vitamin_C,snow,atomic_number_6,speed_of_light,hundred
plants,flora,industrial_plant,constitute,institute,embed,set,plant_life,implant,found,works,imbed,establish,plant,engraft
gill,lamella,branchia
february,Feb,February
resources,resourcefulness,imagination,resource
electrical,electric
water,piss,weewee,water_system,body_of_water,water_supply,piddle,H2O,urine,irrigate,pee
krishna,Krishna
11th,eleventh
age,long_time,old_age,get_on,eld,senesce,historic_period,years,maturate,mature,geezerhood
reaction,chemical_reaction,response
percentage,percent,part,portion,pct,per_centum,share
reproduction,reproductive_memory,breeding,replica,facts_of_life,procreation,replication
error,erroneousness,misplay,erroneous_belief,wrongdoing,fault,computer_error,mistake
arithmetic,arithmetical
matter,thing,count,topic,issue,subject,affair,weigh
financial,fiscal
bengali,Bangla,Bengali
concept,construct,conception
ese,ESE,east_southeast
profit,earnings,net,turn_a_profit,benefit,profits,gain,net_income,net_profit,lucre
special,peculiar,especial,exceptional,extra,particular,limited
ii,2,two,deuce,II
ratio,proportion
spotting,blob,discern,espy,staining,blot,distinguish,maculation,spying,make_out,blemish,spy,pick_out,descry,spot,recognise,recognize,tell_apart,fleck,espial,catching,detection
comprehension,inclusion
classification,categorisation,categorization,sorting,compartmentalization,assortment,compartmentalisation
ca,California,CA,Golden_State,calcium,Calif.,Ca,atomic_number_20
old,former,honest-to-goodness,sure-enough,erstwhile,quondam,previous,onetime,older,sometime,one-time,Old,honest-to-god
speed,bucket_along,step_on_it,speeding,velocity,hasten,hie,belt_along,pep_pill,quicken,swiftness,rush,zip,accelerate,upper,travel_rapidly,amphetamine,fastness,speed_up,stop_number,hotfoot,cannonball_along,f_number,rush_along,hurry,focal_ratio,pelt_along,race,hurrying
devi,Devi
pavan,pavane
organisms,being,organism
september,Sept,Sep,September
functions,function,operate,social_occasion,map,mapping,occasion,run,office,officiate,use,routine,subprogram,serve,subroutine,part,social_function,work,mathematical_function,single-valued_function,go,purpose,role,affair,procedure
optics,optic,oculus,eye
circuits,circle,electric_circuit,circuit,circumference,racing_circuit,electrical_circuit,tour,lap
control,command,operate,assure,contain,moderate,mastery,control_condition,keep_in_line,insure,see,verify,hold,see_to_it,ensure,hold_in,ascendence,check,ascertain,controller,restraint,ascendency,ascendance,manipulate,master,ascendancy,curb,dominance
information,entropy,selective_information,info,data
august,grand,revered,venerable,August,lordly,Aug
7th,seventh
reading,register,translate,show,meter_reading,Reading,understand,study,recital,read,indication,interpretation,scan,reading_material,record,version,take,recitation,interpret,say,learn
machines,car,auto,automobile,motorcar,simple_machine,machine,political_machine
proportion,symmetry,dimension,balance,ratio,proportionality
security,protection,surety,security_measure,security_measures,security_department,security_system,certificate
p,P,atomic_number_15,phosphorus
october,October,Oct
evs,eV,electron_volt
kingdom,land,realm
manufacturing,cook_up,manufacture,fabricate,construct,fabrication,make_up,invent
institutions,institution,foundation,creation,asylum,instauration,origination,innovation,psychiatric_hospital,mental_institution,mental_hospital,introduction,insane_asylum,founding,mental_home,initiation,establishment
rights,redress,rectify,correct,rightfulness,right_hand,compensate,rightfield,right_field,right_wing,right
research,inquiry,explore,enquiry,search
numbers,Numbers,number,numbers_pool,Book_of_Numbers,telephone_number,total,enumerate,routine,numeral,come,act,list,phone_number,numbers_game,count,numbers_racket,bit,keep_down,turn,figure,issue,identification_number,amount,numerate,add_up
ethics,value-system,ethical_motive,value_orientation,ethic,ethical_code,morality,morals,moral_philosophy,moral_principle
facts,fact
machine,car,auto,automobile,motorcar,simple_machine,political_machine
level,plane,storey,spirit_level,flat,level_off,stratum,rase,charge,dismantle,pull_down,floor,take_down,tier,tied,grade,degree,layer,stage,raze,tear_down,even_out,horizontal_surface,story,even,point,flush,unwavering
online,on-line
arrangement,organization,arranging,transcription,system,placement,organisation,agreement,musical_arrangement
statistics,statistic
distance,outstrip,length,aloofness,space,outdistance
study,cogitation,contemplate,survey,analyze,examine,take,learn,canvas,read,field,analyse,written_report,discipline,bailiwick,subject_area,consider,subject_field,field_of_study,work,hit_the_books,meditate,subject,sketch,canvass,report
service,serve,military_service,table_service,servicing,Robert_William_Service,service_of_process,help,religious_service,inspection_and_repair,Service,overhaul,armed_service,divine_service,avail,serving
magnetism,magnetic_force,magnetics,magnetic_attraction
heat,ignite,estrus,rut,fire_up,high_temperature,heating,inflame,heat_energy,hotness,stir_up,heating_system,wake,heating_plant,oestrus,warmth,hot_up,passion,heat_up
spectroscopy,spectroscopic_analysis,spectrographic_analysis,spectrometry,spectrum_analysis
m,megabyte,grand,1000,molarity,molar_concentration,MB,mebibyte,k,MiB,K,yard,one_thousand,G,thousand,thou,meter,M,chiliad,metre
cat,be_sick,cat-o'-nine-tails,regurgitate,computerized_axial_tomography,regorge,African_tea,chuck,barf,cast,throw_up,upchuck,disgorge,kat,guy,big_cat,computerized_tomography,sick,Arabian_tea,Caterpillar,vomit,purge,bozo,retch,spew,honk,vomit_up,quat,qat,computed_axial_tomography,khat,spue,computed_tomography,CAT,hombre,CT,puke,true_cat
usage,exercise,custom,employment,use,utilisation,usance,utilization
subject,subject_area,national,content,subjugate,depicted_object,guinea_pig,study,field,topic,theme,subject_field,field_of_study,issue,case,capable,discipline,open,bailiwick,dependent,submit,matter
4,Little_Joe,quatern,four,quaternary,quartet,quadruplet,foursome,quaternion,quaternity,IV,tetrad,iv
states,commonwealth,State_Department,say,State,state_of_matter,state,body_politic,tell,Department_of_State,DoS,nation,land,express,province,res_publica,posit,put_forward,United_States_Department_of_State,submit,country
contemporary,coeval,present-day,modern-day,contemporaneous
subjects,subject_area,national,content,subjugate,depicted_object,guinea_pig,study,field,topic,theme,subject_field,field_of_study,issue,case,discipline,subject,bailiwick,submit,matter
one,unity,i,ace,nonpareil,ane,unitary,one_and_only,unrivalled,I,unmatched,unmatchable,unrivaled,peerless,single,matchless,1
mensuration,measurement,measure,measuring
years,long_time,old_age,yr,year,eld,days,age,twelvemonth,geezerhood,class
measurements,measurement,mensuration,measure,measuring
period,geological_period,flow,full_stop,menstruation,full_point,menstruum,time_period,catamenia,menses,point,stop,period_of_time
survey,surveil,sight,study,appraise,view,review,go_over,sketch,follow,resume
governance,organization,government,administration,brass,governing,governing_body,organisation,establishment,government_activity
teacher,instructor
equilibrium,chemical_equilibrium,sense_of_equilibrium,sense_of_balance,equipoise,vestibular_sense,counterbalance,labyrinthine_sense,balance
politics,government,political_science,political_relation,political_sympathies
foreign,alien,strange,extraneous
public,world,populace
days,mean_solar_day,Day,twenty-four_hours,day,Clarence_Shepard_Day_Jr.,twenty-four_hour_period,solar_day,24-hour_interval,daytime,daylight,sidereal_day,Clarence_Day,years
evolution,organic_evolution,phylogeny,development,phylogenesis
diversity,diverseness,multifariousness,variety
simplification,reduction
7,sevener,VII,septet,seven,heptad,septenary,vii
telugu,Telugu
magazines,clip,magazine,powder_magazine,cartridge,cartridge_clip,mag,powder_store,cartridge_holder,magazine_publisher
compound,combine,heighten,deepen,colonial,chemical_compound,intensify
monetary,pecuniary
electric,galvanic,electrical,electric_automobile,electric_car,galvanizing,galvanising
historical,diachronic,historic
process,serve,swear_out,outgrowth,appendage,summons,treat,cognitive_process,operation,physical_process,sue,work_on,mental_process,march,cognitive_operation,litigate,work,procedure,action,unconscious_process
tamil,Tamil
probability,chance
defence,vindication,defense_team,defence_reaction,defense_mechanism,defending_team,defence_force,refutation,defense,defensive_structure,denial,demurrer,defensive_measure,defence_mechanism,defense_force,defense_reaction,defense_lawyers
food,intellectual_nourishment,nutrient,food_for_thought,solid_food
3,tierce,troika,triad,trinity,threesome,triplet,terzetto,deuce-ace,leash,trio,III,trine,three,ternary,ternion,tercet,iii,trey
legal,sound,effectual
processes,serve,swear_out,outgrowth,appendage,summons,treat,cognitive_process,operation,physical_process,sue,work_on,mental_process,march,cognitive_operation,litigate,work,process,procedure,action,unconscious_process
8,viii,eighter_from_Decatur,ogdoad,octad,eight,octet,octonary,VIII,eighter
reactions,chemical_reaction,response,reaction
rivers,river
animal,carnal,fauna,animate_being,fleshly,beast,sensual,brute,creature
structures,bodily_structure,social_system,construction,social_organisation,social_organization,anatomical_structure,structure,complex_body_part,body_structure,social_structure
commission,delegacy,perpetration,committal,military_commission,charge,mission,delegation,commissioning,deputation,direction,committee
50,l,fifty,L
puzzles,puzzle,baffle,amaze,mystify,teaser,perplex,nonplus,dumbfound,get,gravel,pose,bewilder,beat,flummox,stick,stupefy,puzzler,mystifier,vex
executive,administrator,executive_director
fiscal,financial
short,forgetful,unawares,short-change,light,curt,short_circuit,abruptly,unretentive,brusque,little,poor,inadequate,dead,shortstop,myopic,shortsighted,shortly,unforesightful,brusk,short-circuit,suddenly,curtly,scant
energy,vim,DOE,vigor,Energy_Department,get-up-and-go,free_energy,vitality,Department_of_Energy,zip,vigour,Energy,muscularity,push
grade,range,tier,rank,level,rate,class,ground_level,grad,degree,place,mark,gradation,score,order,course,form
miscellaneous,multifaceted,many-sided,multifarious,sundry,mixed,assorted,motley
lessons,moral,deterrent_example,object_lesson,lesson,example
up,upwards,astir,improving,upwardly,upward
phase,phase_angle,stage,form
foundation,understructure,grounding,foundation_garment,institution,creation,fundament,groundwork,substructure,instauration,foot,origination,innovation,introduction,basis,founding,base,cornerstone,initiation
applications,application_program,coating,practical_application,covering,application,diligence,applications_programme,lotion
wave,wafture,waving,brandish,roll,undulate,flap,undulation,curl,Wave,flourish,moving_ridge,beckon
airforce,air_force
mathematical,numerical
principle,precept,rationale,rule
properties,holding,dimension,belongings,property,prop,place,attribute
calculation,figuring,deliberation,reckoning,computation,computing
bonding,tie,bring_together,adhere,stick_to,attach,hold_fast,bind,draw_together,stick,bond,soldering
flowering,bloom,blossoming,flower,inflorescence,efflorescence,anthesis,unfolding,blossom,florescence
average,intermediate,fair,median,modal,mean,average_out,middling,ordinary,medium,norm,mediocre
applied,utilize,go_for,practice,implement,put_on,hold,use,lend_oneself,apply,enforce,employ,utilise,give
health,wellness
intelligence,news,intelligence_information,intelligence_activity,tidings,intelligence_operation,word,intelligence_service,intelligence_agency
elementary,uncomplicated,unproblematic,elemental,primary,simple
rbi,run_batted_in
vats,ad_valorem_tax,VAT,tub,vat,value-added_tax
maps,mathematical_function,function,single-valued_function,map,mapping,map_out,represent
new,young,unexampled,newfangled,raw,freshly,New,Modern,newly,fresh,novel
9th,ninth
verbs,verb
substitution,switch,transposition,replacement,exchange,permutation,commutation
union,uniting,jointure,unification,conjugation,marriage,labor_union,spousal_relationship,trades_union,matrimony,Federal,pairing,Union,sexual_union,North,trade_union,brotherhood,mating,coupling,join,conglutination,sum,wedlock
mass,pot,bulk,spate,good_deal,pile,passel,hoi_polloi,slew,multitude,raft,wad,mint,heap,aggregate,lot,Mass,tidy_sum,aggregative,quite_a_little,mess,stack,volume,plenty,sight,flock,masses,deal,great_deal,people,aggregated,hatful,batch,mickle,peck,the_great_unwashed,mountain,muckle
fundamental,rudimentary,central,cardinal,key,fundamental_frequency,primal,underlying,profound,first_harmonic
local,topical_anesthetic,topical_anaesthetic,local_anesthetic,local_anaesthetic
philosophy,philosophical_system,ism,school_of_thought,doctrine
straight,straightaway,heterosexual,heterosexual_person,uncoiled,full-strength,unbent,straight_person,square,unbowed,directly,flat,neat,direct,consecutive,straightforward,true
features,lineament,sport,have,characteristic,feature_article,feature_of_speech,feature,feature_film,boast
genetics,genetic_science
i,unity,iodin,ace,ane,one,iodine,I,atomic_number_53,single,1
dna,DNA,desoxyribonucleic_acid,deoxyribonucleic_acid
integrity,unity,wholeness
its,IT,information_technology
8th,eighth
central,fundamental,cardinal,exchange,key,primal,telephone_exchange
planning,design,project,contrive,be_after,plan,provision,preparation
sentence,time,conviction,doom,condemnation,prison_term,judgment_of_conviction,condemn
understanding,translate,intellect,empathise,empathize,infer,realize,see,understand,reason,discernment,savvy,read,sympathize,apprehension,sympathy,interpret,agreement,realise,sympathise
legislature,law-makers,general_assembly,legislative_assembly,legislative_body
solutions,solvent,resolution,answer,solution,root,result
phrases,formulate,phrase,phrasal_idiom,articulate,idiomatic_expression,musical_phrase,give_voice,set_phrase,word,idiom
